,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
66775,b2adeb692c1a797e,"See! this sums up your wiki and admin of wiki class. Piece of shit, even lower than that. you as an admin just violated WP:CIVIL and you remind of thousand wikipedica civil, obedience blah blah blah! I am weeelllll aware of all your policies and since none of you admin cared to see that the article was a complete fake and full of lies and istead of that accused me, i also forgot to acknowledge even a bit of your policies. Why should I care about the policies when admins violate it themselves?108.78.177.132   BTW, if even one of you had cared to look the article and its fake references and no references, the issue would have solved way ago! This again, sums up your class. Most of you admins or even veteran admins are either illiterate, or didnt have a job to do, retired and classes bunch of arrogant idiots! Some may be responsible and educated, I know a few, but most of you clowns dont even listen to them: a clear proof: ME! i have been watching tennis and following records for decades, so once I saw that article, i refused it directly for a fan puffery, (proven also by the references it used like the tennis warehouse fan chat room website, blogs etc). BTW, i think i also am ahead in terms of academic degree than most of you! I wrote this long comment because I know instead of punishing the article creator and editing all its ridiculously funny claims about federer, you would read this and come back and teach me blah blah wiki:civil, wiki:.... etc. You just wasted your time!108.78.177.132",0,0,1,0,0,0
67908,b5a5c6780589ba36,"Hello Jeff,
I the changes I made to the Wayne Brasler page add important to his recent doings and are not vandalism. Please pull the Africa sized pole out of your ass he is a highschool journalism teacher not Ghandi.
-pinetree110",0,0,1,0,0,0
68231,b68898f264d2436f,"""
After numerous edit conflicts - yes, I am FEMALE and have never made any secret of it. Dave or whatever your name is, if you want to take me to AN/I, just carry on - it will be a new experience for me. I have always done my best but evidently """"editors"""" like yourself and the exalted Liz feel that is not good enough so on you go. I do not give a shit.  - Chat 
""",0,0,1,0,0,0
68381,b6edff4fecc16dfb,"""

Thank you for experimenting with the page Fuck on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.   (talk) """,0,0,1,0,0,0
68429,b706c131a5aa7b85,which is latin or greek or some shit for who will gaurd the guards or in this case who will block the blockers.,0,0,1,0,0,0
68506,b7452be38b3cc261,"""""""Casual relationship"""" is far too nonspecific, and obscures the issue.  """"Homosexual relationship"""" is accurate, and not as vulgar as """"fuck buddies."""" If """"casual"""" is changed to """"homosexual,"""" the edit is fine with me.  

""",0,0,1,0,0,0
68944,b877e10bddfbec39,"""

You state in your profile you are interested in anti-fascism so please stop trolling the BNP article. """"Identify"""" myself? Why, are only enemies of the BNP allowed to change the article? You're fucked up, leave the god damn article alone. My edit to the intro not only made the piece a better NPOV, but it made it actually coherent.  """,0,0,1,0,0,0
69658,ba56062dbd0d3647,"""
WTH? My own user page... go """"F-bomb"""" yourself...  Free speech and all.  I was removing content from my page that was the result of TAUNTING by the other individual.  Please read WP:CIVIL... as per WP:NPA there is the statement of """"Using someone's affiliations as a means of dismissing or discrediting their views—regardless of whether said affiliations are mainstream."""" which my counterpart engaged in fairly often, attempting to establish a bogus COI in order to get my point of view rejected from the article.   """,0,0,1,0,0,0
72426,c1d3936e4ec60698,The sooner you people just cut the crap and get on with writing wikipedia the encyclopedia and hang up your sheriff badges the better.,0,0,1,0,0,0
72431,c1d6b82051e73777,"""

Message to JackBRootJss
Yes, I agree with you JackBRootJss. This is bullshit, we need to start a community called """"Banned MarnetteD Community"""". You and I can team up together and you can help me ban him from the wiki!   """,0,0,1,0,0,0
72446,c1e0e8bafcda178f,"""

 Personal attacks 

, Making Personal Attacks , probably  or  or  wrote: """"ESTE GIL SE LA COME Y LE GUSTA BIEN DURITA POR ATRAS"""", a very offensive statement in spanish to 200.45.6.10, (please see: http://en.wikipedia.org/w/index.php?title=User_talk:200.45.6.10&oldid;=40503654) 

WHOIS results for 200.123.178.246
Generated by www.DNSstuff.com

Location: Argentina [City: Buenos Aires, Buenos Aires]

 Personal attacks 2 

I seems that the person who recently wrote personal attacks related with the Huemul Project page is . See contributions of 200.68.127.154. Probably  or one of its partners logged with this IP after 200.82.18.5 to try to hide his misbehavior.  

 signning off now. Thanks.  

I suggest you, , that you solve this first.

 

Don't be stupid, please. Find who wrote """"ESTE GIL SE LA COME Y LE GUSTA BIEN DURITA POR ATRAS"""". Evidence is clear. You have three choices.
And please keep away of vandalizing this page. Contribute with something meaningful. (Certainly you didn't so far)  """,0,0,1,0,0,0
72522,c2104ab09577c1a4,"WTF

What are you talking about the last edit being vandalism? 129.78.220.7",0,0,1,0,0,0
72984,c34396999ddbf8ac,"Re Radiojerk talk page
See WP: BLOW ME for what I think of you and RadioJerk.",0,0,1,0,0,0
72997,c34ab0a74f600462,"""

Etymology of cunt
It appears that there are at least two etymologies for cunt given in the article, one tracing it back to PIE *gwen-, another to PIE *ku-, """"to cover"""". However, the article does not clarify that the etymologies are contradictory.  """,0,0,1,0,0,0
73270,c406d69b5a8d3dc7,reid is a damn good actor,0,0,1,0,0,0
73353,c43f2b6df1eb2990,"not a personal attack 

he personally attacked me, by sending a email full of filth to an email account belonging to my family. i am not even part of this wikipedia and why I need to see these images of girls covered in bodily fluid and offering up their asses from him I do not know.l I have just signed up to register my complaint, my DAUGHTER used that email too and she could have seen it.",0,0,1,0,0,0
73644,c5146991b7cdf887,"stop pretending 

Stop pretending to be cool.
I don't really care what you do. Go ahead and ban me, I can change my IP in less than 5 seconds or I can use 1 of the thousands of spoofs, vpns, etc, etc. I don't even have to close my browser to do it.
You should also know that even if you vandalize my IP user page, I'm still not going to read your reply. Do yourself a favor and go fuck your wife before somebody else does.

 1, 2, 3, 4. Let's have an edit war.

 You guys should really learn some manners instead of surfing wiki pretending to be a badass. This edit thing is really easy.",0,0,1,0,0,0
